Id,Title,Location,PriceEuro,PriceKuna,Area,CijenaKvadratEuro,CijenaKvadratKuna,Posted,Link,Photo
403,"Centar, 107m2, 2s+db, Najam",Primorsko-goranska,550,4134,107,5,38,Objava  12.12.2021.,https://www.index.hr/oglasi/centar--107m2--2s-db--najam/oid/3232569,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232569/XML-180-204698_20211212010648077_0_.jpg?preset=oglas-slika-view
404,Najam stana za studente u Lovranu,Primorsko-goranska,400,3007,57,7,52,Objava  12.12.2021.,https://www.index.hr/oglasi/najam-stana-za-studente-u-lovranu--/oid/3232540,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232540/XML-4013-265153_20211212010515005_0_.jpg?preset=oglas-slika-view
405,"Opatija, 1s+db, 430€/mj.",Primorsko-goranska,430,3232,48,8,67,Objava  12.12.2021.,https://www.index.hr/oglasi/opatija--1s-db--430--mj-/oid/3232514,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232514/XML-4142-204603_20211212010441630_0_.jpg?preset=oglas-slika-view
406,"GORNJI BUKOVAC POTPUNO OPREMLJENI STAN, DB I SP, PARKING,",Grad Zagreb,400,3007,42,9,71,Objava  12.12.2021.,https://www.index.hr/oglasi/gornji-bukovac-potpuno-opremljeni-stan--db-i-sp--parking-/oid/3232493,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232493/XML-4006-183953_20211212010352615_0_.jpg?preset=oglas-slika-view
407,"REMETE 103m2, Remetski kamenjak (luksuzan 3soban stan + garaža)",Grad Zagreb,900,6765,103,8,65,Objava  12.12.2021.,https://www.index.hr/oglasi/remete-103m2--remetski-kamenjak--luksuzan-3soban-stan---garaza-/oid/3232458,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232458/0_2021-12-13-01-00-45-109.jpg?preset=oglas-slika-view
408,"RUDEŠ 72m2, Ratarska (lijep 3soban stan)",Grad Zagreb,650,4886,72,9,67,Objava  12.12.2021.,https://www.index.hr/oglasi/rudes-72m2--ratarska--lijep-3soban-stan-/oid/3232457,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232457/0_2021-12-12-01-00-59-028.jpg?preset=oglas-slika-view
409,"GORNJI BUKOVAC 58m2, Vranićeva (lijep 2soban stan + parking)",Grad Zagreb,450,3383,58,7,58,Objava  12.12.2021.,https://www.index.hr/oglasi/gornji-bukovac-58m2--vraniceva--lijep-2soban-stan---parking-/oid/3232456,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232456/0_2021-12-12-01-00-59-075.jpg?preset=oglas-slika-view
410,"ZELENGAJ 38m2, Zelengaj (lijep 2soban stan + parking)",Grad Zagreb,430,3232,38,11,85,Objava  12.12.2021.,https://www.index.hr/oglasi/zelengaj-38m2--zelengaj--lijep-2soban-stan---parking-/oid/3232455,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232455/0_2021-12-12-01-00-59-122.jpg?preset=oglas-slika-view
411,"Stan, Nodilova ulica-Medveščak, 69m2+garaža",Grad Zagreb,500,3757,69,7,54,Objava  12.12.2021.,https://www.index.hr/oglasi/stan--nodilova-ulica-medvescak--69m2-garaza/oid/3232451,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//12///3232451/XML-4214-264961_20211212010009300_0_.jpg?preset=oglas-slika-view
412,Stan Split Skalice,Splitsko-dalmatinska,439,3300,57,7,57,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-split-skalice/oid/3232375,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3232375/STAN1-111220212151066053.jpg?preset=oglas-slika-view
413,Stan Kaštela Kaštel Gomilica,Splitsko-dalmatinska,359,2699,80,4,33,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-kastela-kastel-gomilica/oid/3232374,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3232374/20201119163534-111220212146572552.jpg?preset=oglas-slika-view
414,Stan Karlovac Banija najam,Karlovačka,300,2256,63,4,35,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-karlovac-banija-najam/oid/3232314,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
415,Dvosoban stan Biograd Na Moru u centru 50m2,Zadarska,330,2483,50,6,49,Objava  11.12.2021.,https://www.index.hr/oglasi/dvosoban-stan-biograd-na-moru-u-centru-50m2/oid/3232201,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3232201/Screenshot20211211-181013Maps-111220211822328167.jpg?preset=oglas-slika-view
416,Stan Zadar Mocire,Zadarska,465,3500,81,5,43,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-zadar-mocire/oid/3232111,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3232111/298201547-111220211603144198.jpg?preset=oglas-slika-view
417,"Samostojeća kuća u centru Splita, Varoš",Splitsko-dalmatinska,500,3759,54,9,69,Objava  11.12.2021.,https://www.index.hr/oglasi/samostojeca-kuca-u-centru-splita-varos/oid/3232095,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3232095/Varo2-111220211553217285.jpg?preset=oglas-slika-view
418,Stan Zlatar,Krapinsko-zagorska,333,2500,60,5,41,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-zlatar/oid/3231859,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
419,Stan Čakovec Sajmište,Međimurska,293,2200,50,5,44,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-cakovec-sajmiste/oid/3231807,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3231807/26376884112516344619807861177456083276564927n-111220211139133265.jpg?preset=oglas-slika-view
420,"Trosoban stan Solin Mezanovci, novogradnja, dugoročni najam",Splitsko-dalmatinska,532,4000,68,7,58,Objava  11.12.2021.,https://www.index.hr/oglasi/trosoban-stan-solin-mezanovci-novogradnja-dugorocni-najam/oid/3231787,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11/3231787/kuhinja-111220211126506242.jpg?preset=oglas-slika-view
422,"ZAMET, STAN 56m2, 2S+DB, BALKON, NAJAM",Primorsko-goranska,500,3758,56,8,67,Objava  11.12.2021.,https://www.index.hr/oglasi/zamet--stan-56m2--2s-db--balkon--najam/oid/3231244,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231244/XML-4220-264912_20211211011537653_0_.jpg?preset=oglas-slika-view
423,"Matulji- Mihotići, 1s+db, 2.100kn/mj.",Primorsko-goranska,300,2255,55,5,41,Objava  11.12.2021.,https://www.index.hr/oglasi/matulji--mihotici--1s-db--2-100kn-mj-/oid/3231223,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231223/XML-4142-204465_20211211011340016_0_.jpg?preset=oglas-slika-view
424,"Najam, Rijeka, Centar, novoadaptiran stan od 113m2",Primorsko-goranska,1400,10524,113,12,93,Objava  11.12.2021.,https://www.index.hr/oglasi/najam--rijeka--centar--novoadaptiran-stan-od-113m2/oid/3231240,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231240/XML-4001-265098_20211211011339454_0_.jpg?preset=oglas-slika-view
425,"Cvjetno naselje, trosoban stan 60 m2",Grad Zagreb,600,4510,60,10,75,Objava  11.12.2021.,https://www.index.hr/oglasi/cvjetno-naselje--trosoban-stan-60-m2/oid/3231217,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231217/541066_20211211011328454_0_.jpg?preset=oglas-slika-view
426,OTVORENI KONCEPT DELUX UREĐENJE - KRATKOROČNO,Splitsko-dalmatinska,700,5262,70,10,75,Objava  11.12.2021.,https://www.index.hr/oglasi/otvoreni-koncept-delux-uredjenje---kratkorocno/oid/3231213,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231213/XML-4154-204472_20211211011315625_0_.jpg?preset=oglas-slika-view
427,OTVORENI KONCEPT DELUX UREĐENJE KRATKOROČNO,Splitsko-dalmatinska,700,5262,70,10,75,Objava  11.12.2021.,https://www.index.hr/oglasi/otvoreni-koncept-delux-uredjenje-kratkorocno/oid/3231212,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231212/XML-4154-204468_20211211011315641_0_.jpg?preset=oglas-slika-view
428,"VOLOSKO, 4S KL, 117 m2, pogled na more",Primorsko-goranska,1000,7517,117,8,64,Objava  11.12.2021.,https://www.index.hr/oglasi/volosko--4s-kl--117-m2--pogled-na-more/oid/3231202,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231202/9678-rent_20211211011150468_0_.jpg?preset=oglas-slika-view
429,"Utrine, Maretićeva, 3-soban, 57m2, 2. kat",Grad Zagreb,500,3758,57,8,65,Objava  11.12.2021.,https://www.index.hr/oglasi/utrine--mareticeva--3-soban--57m2--2--kat/oid/3231128,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231128/XML-4005-121362_20211211011034373_0_.jpg?preset=oglas-slika-view
430,"Špansko, 2-S stan 36m2, 4. kat, 1. najam",Grad Zagreb,450,3383,36,12,93,Objava  11.12.2021.,https://www.index.hr/oglasi/spansko--2-s-stan-36m2--4--kat--1--najam/oid/3231129,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231129/XML-4005-265049_20211211011031404_0_.jpg?preset=oglas-slika-view
431,"STAN, NAJAM, ZAGREB, TRNSKO, 57 m2, 2-soban",Grad Zagreb,470,3533,57,8,61,Objava  11.12.2021.,https://www.index.hr/oglasi/stan--najam--zagreb--trnsko--57-m2--2-soban/oid/3231142,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231142/XML-4100-264934-0_20211211011030826_0_.jpg?preset=oglas-slika-view
432,Crikvenica - najam 1S+DB stana u novogradnji,Primorsko-goranska,350,2631,46,7,57,Objava  11.12.2021.,https://www.index.hr/oglasi/crikvenica---najam-1s-db-stana-u-novogradnji/oid/3231267,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231267/0_2021-12-11-01-04-13-460.jpg?preset=oglas-slika-view
433,"Predivan stan 2S+DB - osiguran parking, vanjski bazen, moder",Primorsko-goranska,1000,7517,85,11,88,Objava  11.12.2021.,https://www.index.hr/oglasi/predivan-stan-2s-db---osiguran-parking--vanjski-bazen--moder/oid/3231107,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231107/XML-4079-265044_20211211010823713_0_.jpg?preset=oglas-slika-view
434,Stan: najam Pećine 45 m2 PRILIKA,Primorsko-goranska,450,3383,45,10,75,Objava  11.12.2021.,https://www.index.hr/oglasi/stan--najam-pecine-45-m2-prilika/oid/3231098,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231098/0_2021-12-11-01-07-22-431.jpg?preset=oglas-slika-view
435,"Stan najam Gornji Bukovac, Vranićeva (2-sobni, 1.kat)",Grad Zagreb,450,3383,58,7,58,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-gornji-bukovac--vraniceva--2-sobni--1-kat-/oid/3231088,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231088/0_2021-12-11-01-05-04-320.jpg?preset=oglas-slika-view
436,"Stan najam Kruge, ul. Pile 2. (3-sobni, 1.kat)",Grad Zagreb,600,4510,65,9,69,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-kruge--ul--pile-2---3-sobni--1-kat-/oid/3231090,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231090/0_2021-12-11-01-05-04-211.jpg?preset=oglas-slika-view
437,"Stan najam Središće, ul. Brune Bušića (3-sobni, 9.kat)",Grad Zagreb,650,4886,83,7,58,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-sredisce--ul--brune-busica--3-sobni--9-kat-/oid/3231086,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231086/0_2021-12-11-01-05-04-461.jpg?preset=oglas-slika-view
438,"Stan najam Trešnjevka, Fallerovo šetalište (2-sobni, 2.kat)",Grad Zagreb,490,3683,45,10,81,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-tresnjevka--fallerovo-setaliste--2-sobni--2-kat-/oid/3231093,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231093/0_2021-12-11-01-05-04-055.jpg?preset=oglas-slika-view
439,"Stan najam Donji grad, Nodilova ul. (2-sobni, 2.kat)",Grad Zagreb,460,3458,69,6,50,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-donji-grad--nodilova-ul---2-sobni--2-kat-/oid/3231085,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231085/0_2021-12-11-01-05-04-555.jpg?preset=oglas-slika-view
440,"Stan najam Kanal, Radnička ul. (2-sobni, 2.kat)",Grad Zagreb,600,4510,48,12,93,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-kanal--radnicka-ul---2-sobni--2-kat-/oid/3231089,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231089/0_2021-12-11-01-05-04-273.jpg?preset=oglas-slika-view
441,"Stan najam Pantovčak, ul. Goljak (3-sobni, visoko prizemlje)",Grad Zagreb,850,6389,78,10,81,Objava  11.12.2021.,https://www.index.hr/oglasi/stan-najam-pantovcak--ul--goljak--3-sobni--visoko-prizemlje-/oid/3231091,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231091/0_2021-12-11-01-05-04-164.jpg?preset=oglas-slika-view
442,"ŠESTINSKI DOL 60m2, Zamorski breg (prekrasan 3soban stan + parking)",Grad Zagreb,650,4886,60,10,81,Objava  11.12.2021.,https://www.index.hr/oglasi/sestinski-dol-60m2--zamorski-breg--prekrasan-3soban-stan---parking-/oid/3231032,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231032/0_2021-12-11-01-04-20-944.jpg?preset=oglas-slika-view
443,"JARUN 117m2, Vrisnička (luksuzan 4soban stan + garaža)",Grad Zagreb,1490,11200,117,12,95,Objava  11.12.2021.,https://www.index.hr/oglasi/jarun-117m2--vrisnicka--luksuzan-4soban-stan---garaza-/oid/3231029,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231029/0_2021-12-11-01-04-21-397.jpg?preset=oglas-slika-view
444,"CENTAR 55m2, Vrisnička (luksuzan 2soban stan)",Grad Zagreb,850,6389,55,15,116,Objava  11.12.2021.,https://www.index.hr/oglasi/centar-55m2--vrisnicka--luksuzan-2soban-stan-/oid/3231031,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231031/0_2021-12-11-01-04-21-069.jpg?preset=oglas-slika-view
445,"POLJANICE 80m2, Novoselski odvojak (luksuzan 3soban stan)",Grad Zagreb,650,4886,80,8,61,Objava  11.12.2021.,https://www.index.hr/oglasi/poljanice-80m2--novoselski-odvojak--luksuzan-3soban-stan-/oid/3231030,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231030/0_2021-12-11-01-04-21-132.jpg?preset=oglas-slika-view
446,"Najam, Zagreb, Donji grad, dvosoban stan, loggia",Grad Zagreb,500,3758,67,7,56,Objava  11.12.2021.,https://www.index.hr/oglasi/najam--zagreb--donji-grad--dvosoban-stan--loggia/oid/3231039,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3231039/0_2021-12-11-01-03-36-897.jpg?preset=oglas-slika-view
447,"Zagreb, VMD zgrada, 48 m2",Grad Zagreb,600,4510,48,12,93,Objava  11.12.2021.,https://www.index.hr/oglasi/zagreb--vmd-zgrada--48-m2/oid/3230982,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3230982/0_2021-12-11-01-03-52-007.jpg?preset=oglas-slika-view
448,"Zagreb (Kozarčeva), stan za najam, 106 m2",Grad Zagreb,1200,9020,106,11,85,Objava  11.12.2021.,https://www.index.hr/oglasi/zagreb--kozarceva---stan-za-najam--106-m2/oid/3230970,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3230970/XML-4239-199055_20211211010308728_0_.jpg?preset=oglas-slika-view
449,"Split, Bol - jednosoban stan, dugoročan najam, 51 m2",Splitsko-dalmatinska,450,3383,51,8,66,Objava  11.12.2021.,https://www.index.hr/oglasi/split--bol---jednosoban-stan--dugorocan-najam--51-m2/oid/3230972,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3230972/XML-4239-265047_20211211010259137_0_.jpg?preset=oglas-slika-view
450,Melada - Dvosobni stan - DUGOROČNI NAJAM,Zadarska,397,2984,60,6,49,Objava  11.12.2021.,https://www.index.hr/oglasi/melada---dvosobni-stan---dugorocni-najam/oid/3230950,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//11///3230950/XML-4112-265029_20211211010211268_0_.jpg?preset=oglas-slika-view
451,NAJAM STANA NA STENJEVCU,Grad Zagreb,380,2857,66,5,43,Objava  10.12.2021.,https://www.index.hr/oglasi/najam-stana-na-stenjevcu/oid/3230902,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230902/IMG20211210105559resized20211210102217057-101220212302003661.jpg?preset=oglas-slika-view
452,Stan Trešnjevka - 60m2,Grad Zagreb,450,3384,60,7,56,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-60m2/oid/3230895,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230895/IMG3890-101220212252169022.JPG?preset=oglas-slika-view
453,RUDES: 3s 96 m2 djelomično namješten.Pet friendly,Grad Zagreb,400,3008,96,4,31,Objava  10.12.2021.,https://www.index.hr/oglasi/rudes-3s-96-m2-djelomicno-namjesten-pet-friendly/oid/3230781,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230781/nasl-101220212025325856.jpg?preset=oglas-slika-view
454,Stan Rijeka Krnjevo,Primorsko-goranska,200,1504,37,5,40,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-rijeka-krnjevo/oid/3230769,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230769/IMG20200605114448-101220211959028396.jpg?preset=oglas-slika-view
455,Stan Maksimir Ravnice,Grad Zagreb,400,3008,25,16,120,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-maksimir-ravnice/oid/3230737,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230737/IMG20211210154651-101220211918006307.jpg?preset=oglas-slika-view
456,Stan Novi Zagreb - Središće,Grad Zagreb,400,3008,26,15,115,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-novi-zagreb-sredisce/oid/3230634,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230634/SOBA1-101220211730224012.jpg?preset=oglas-slika-view
457,Stan - studio- Donji Grad,Grad Zagreb,399,3000,30,13,100,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-studio-donji-grad/oid/3230563,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
459,Stan Ivanić-Grad Gornji Šintrovi,Zagrebačka,292,2200,50,5,44,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-ivanic-grad-gornji-sintrovi/oid/3230400,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230400/IMG-159907476040ec913d2163547670f8ee-V-101220211526078217.jpg?preset=oglas-slika-view
460,"Stan Dugopolje 1soban, parking, 1.kat, zgrada 2012",Splitsko-dalmatinska,266,2000,37,7,54,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-dugopolje-1soban-parking-1-kat-zgrada-2012/oid/3230263,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10/3230263/20211207113019-211220211053020126.jpg?preset=oglas-slika-view
462,Stan Trešnjevka - Jug Srednjaci,Grad Zagreb,319,2400,18,17,133,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-tresnjevka-jug-srednjaci/oid/2812911,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//3//14/2812911/DA7948BA-3351-4ABD-BBD2-3089A80A9DFE-140320211704446454.jpeg?preset=oglas-slika-view
463,"Vrlo uredan i lijep stan 67 m2 (2S+DB), sa zatvorenom loggio",Primorsko-goranska,450,3383,67,6,50,Objava  10.12.2021.,https://www.index.hr/oglasi/vrlo-uredan-i-lijep-stan-67-m2--2s-db---sa-zatvorenom-loggio/oid/3229749,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229749/XML-4256-264935_20211210011247905_0_.jpg?preset=oglas-slika-view
464,STAN ZA RADNIKE KOSTRENA,Primorsko-goranska,1500,11275,66,22,170,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-za-radnike-kostrena/oid/3229742,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229742/XML-4142-264729_20211210011148392_0_.jpg?preset=oglas-slika-view
465,KOSTRENA STAN,Primorsko-goranska,900,6765,90,10,75,Objava  10.12.2021.,https://www.index.hr/oglasi/kostrena-stan-/oid/3229741,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229741/XML-4142-264715_20211210011148408_0_.jpg?preset=oglas-slika-view
466,STAN ZA RADNIKE KOSTRENA,Primorsko-goranska,1000,7517,65,15,115,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-za-radnike-kostrena/oid/3229740,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229740/XML-4142-264659_20211210011148439_0_.jpg?preset=oglas-slika-view
467,STAN KOSTRENA,Primorsko-goranska,500,3758,52,9,72,Objava  10.12.2021.,https://www.index.hr/oglasi/stan-kostrena/oid/3229743,https://www.index.hr/oglasi/UserDocsImages/kategorije_NoIcon/nekretnine.jpg?preset=oglas-slika-view2
468,MODERAN JEDNOSOBAN U SOLINU - NOVOGRADNJA,Splitsko-dalmatinska,500,3758,38,13,98,Objava  10.12.2021.,https://www.index.hr/oglasi/moderan-jednosoban-u-solinu---novogradnja/oid/3229715,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229715/XML-4154-264349_20211210010914196_0_.jpg?preset=oglas-slika-view
469,"CENTAR ZVONIMIR - Crvenog križa - 70 m2, 4-sobni+ BALKON + GARAŽA- lux",Grad Zagreb,1000,7517,70,14,107,Objava  10.12.2021.,https://www.index.hr/oglasi/centar-zvonimir---crvenog-kriza---70-m2--4-sobni--balkon---garaza--lux/oid/3229567,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229567/s1835_20211210010720648_0_.jpg?preset=oglas-slika-view
470,"stan, VRHOVEC, 75 m2, prizemlje, 2s+db",Grad Zagreb,400,3007,75,5,40,Objava  10.12.2021.,https://www.index.hr/oglasi/stan--vrhovec--75-m2--prizemlje--2s-db/oid/3229563,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229563/XML-4005-264721_20211210010711867_0_.jpg?preset=oglas-slika-view
472,"RIJEKA, KANTRIDA - Ekskluzivan stan za najam, POGLED NA MORE",Primorsko-goranska,1200,9020,81,14,111,Objava  10.12.2021.,https://www.index.hr/oglasi/rijeka--kantrida---ekskluzivan-stan-za-najam--pogled-na-more/oid/3229644,https://www.index.hr/oglasi/UserDocsImages/oglas/_2021//12//10///3229644/XML-4108-204422_20211210010706070_0_.jpg?preset=oglas-slika-view
